Voltage (V)	Current (A)	Resistance (Ohm)	Power (W)	Time(s)
3.390177E+0	5.616670E-2	6.035920E+1	1.904151E-1	3.454000E+1
3.400136E+0	5.728314E-2	5.935666E+1	1.947705E-1	3.464000E+1
3.410384E+0	5.843144E-2	5.836556E+1	1.992736E-1	3.474000E+1
3.420312E+0	5.953700E-2	5.744851E+1	2.036351E-1	3.484000E+1
3.430223E+0	6.064569E-2	5.656169E+1	2.080282E-1	3.494000E+1
3.440153E+0	6.175233E-2	5.570888E+1	2.124375E-1	3.503000E+1
3.450397E+0	6.288590E-2	5.486758E+1	2.169813E-1	3.514000E+1
3.460294E+0	6.398717E-2	5.407793E+1	2.214144E-1	3.524000E+1
3.470227E+0	6.508485E-2	5.331851E+1	2.258592E-1	3.533000E+1
3.480129E+0	6.617060E-2	5.259328E+1	2.302822E-1	3.543000E+1
3.490398E+0	6.730389E-2	5.186027E+1	2.349174E-1	3.554000E+1
3.500315E+0	6.838337E-2	5.118664E+1	2.393633E-1	3.563000E+1
